gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
BVRB_1g001980	5505.91553716478	-1.63704890121705	0.108961339292214	-15.0241260969341	5.10298892076077e-51	9.34867570283374e-47
BVRB_7g174160	2948.91758554456	-1.43477281872394	0.111863949103413	-12.8260519159534	1.17185244127416e-37	1.07341683620713e-33
BVRB_2g025460	1868.70608381122	-1.30293043032861	0.110484073342739	-11.7929253593566	4.24534029839533e-32	2.59248780888675e-28
BVRB_2g044050	2053.69167369833	1.56316716406751	0.134539067298025	11.6186858989059	3.3119115953595e-31	1.51685551067465e-27
BVRB_2g041900	1234.00424903717	-1.26815290915931	0.115037868242262	-11.023786589027	2.93449233287356e-28	1.07519799076487e-24
BVRB_006240	549.513255730034	1.21277327006526	0.138080532225847	8.78308658371641	1.5904864595286e-18	4.85628532309399e-15
BVRB_4g077680	1210.52434920758	-1.28831393247316	0.149589659496704	-8.61231943977749	7.15970094257545e-18	1.87379601811403e-14
BVRB_3g057500	1251.19271011965	-0.847837157096081	0.0988087793251817	-8.58058527679845	9.43916222382392e-18	2.16156814925568e-14
BVRB_3g053350	116.09767700046	-1.85435245303948	0.227859757192862	-8.13813055839407	4.01427838324615e-16	8.17128666456327e-13
BVRB_5g114310	515.929102309369	-0.978325351700729	0.129756677079299	-7.53969178096972	4.71083537846353e-14	8.63025041334519e-11
BVRB_4g072140	168.392174982293	1.75277622550043	0.236309569652733	7.41728838182985	1.19542473218128e-13	1.9909255539601e-10
BVRB_6g156050	224.084239881551	1.36148410846265	0.184659701107695	7.37293573148705	1.66910964560249e-13	2.54817405895314e-10
BVRB_6g153730	237.887157041704	-1.24105754846482	0.17169720184534	-7.22817573685755	4.89525017600263e-13	6.89853717110524e-10
BVRB_012940	176.388601858419	1.46067010526627	0.203567817212843	7.17534886046868	7.21230356133212e-13	9.43781437454318e-10
BVRB_006460	1850.47450738258	0.819828233571838	0.114675600789032	7.14910781309155	8.73437123075459e-13	1.06675787298283e-09
BVRB_1g012190	3814.3653023524	0.849651704608278	0.118996539001848	7.14013795472729	9.32372959913272e-13	1.0675670391007e-09
BVRB_9g217450	27546.0610319691	0.820706596809111	0.117309250096902	6.99609447789648	2.63196088651287e-12	2.83632490828916e-09
BVRB_4g079790	273.631763553337	-1.61272800942885	0.230997752549525	-6.98157445961771	2.91890132581925e-12	2.97079290494493e-09
BVRB_5g123390	541.087963256415	-0.855485949837803	0.12371964996515	-6.91471362939338	4.68809436268991e-12	4.52030993286733e-09
BVRB_3g051050	263.119329157504	1.53341377525942	0.222390195584434	6.89515008172755	5.38079649186783e-12	4.92880958655093e-09
BVRB_3g054010	8527.66572049954	0.954988799267029	0.139474856066044	6.84703197553274	7.53978702851384e-12	6.57756658868445e-09
BVRB_4g096830	195.714533660102	1.50546710905251	0.225223230692951	6.68433315879802	2.31978518616103e-11	1.931748391385e-08
BVRB_5g114270	913.625078584812	0.910106161970089	0.140287391346907	6.48744091134712	8.73065622322139e-11	6.95415747867026e-08
BVRB_1g012090	3036.85576113663	0.572626659173929	0.0891770800881579	6.42123131423283	1.35176437333197e-10	1.03184680497674e-07
BVRB_2g036360	1919.55268012916	-0.610889564642103	0.0956036408817798	-6.38981485441028	1.66086725405056e-10	1.21708352376825e-07
BVRB_6g130300	2534.47135853083	1.0060124354589	0.159315519705894	6.31459155590152	2.70875921878246e-10	1.90863341877287e-07
BVRB_1g020730	1516.90445117162	-0.617424193629076	0.0980473746145246	-6.29720271508026	3.03064836951427e-10	2.05635104183338e-07
BVRB_9g217440	12080.4532929413	0.476711795459083	0.076832003970192	6.20459926626449	5.48364519469861e-10	3.58787071310281e-07
BVRB_7g169350	394.311914666593	0.895249834320569	0.145089572548644	6.17032512119654	6.81497136126426e-10	4.30518190821935e-07
BVRB_8g198850	1202.5582271891	-0.590134379512616	0.0967663635953186	-6.0985486855803	1.07035799163502e-09	6.53631946891786e-07
BVRB_1g015930	169.785718095352	1.24750109312237	0.20638391314131	6.04456555811215	1.4981312938338e-09	8.85347267839845e-07
BVRB_9g214860	2406.24877931391	-0.516763078427324	0.0862958514159264	-5.9882725524851	2.120814544412e-09	1.21416632667587e-06
BVRB_2g029380	1169.97826711427	-0.776108656310222	0.129989230734516	-5.97056119129831	2.36438881912258e-09	1.3125940353432e-06
BVRB_2g030390	354.259521809747	1.02293376694036	0.171965671149806	5.94847657733528	2.70649607519831e-09	1.45832376757744e-06
BVRB_7g163960	303.154044811595	-0.940183131155978	0.161874831800851	-5.80808715410839	6.31906224375156e-09	3.3075777230151e-06
BVRB_5g098990	5606.49272807658	0.805799132646576	0.139256553850596	5.7864359727808	7.18954721986507e-09	3.65868069633134e-06
BVRB_2g046860	451.913655777341	-0.813580267142421	0.140900653881294	-5.77414117487237	7.73465681006357e-09	3.77525302893941e-06
BVRB_7g177030	3268.85090527631	0.460745098967751	0.0798233214959708	5.77206122637991	7.83076501635903e-09	3.77525302893941e-06
BVRB_2g033220	1071.3464451668	0.718495265501765	0.124842330018145	5.75522152940704	8.65282485788355e-09	3.96299378491067e-06
BVRB_6g129430	1273.27952808724	0.704746112866856	0.122398153531949	5.75781653996032	8.5208886691937e-09	3.96299378491067e-06
BVRB_9g214040	592.968264590974	0.695645725551813	0.120993499419127	5.74944710989858	8.95357557441635e-09	4.00071962251969e-06
BVRB_4g077570	7095.81980069202	0.514482283342105	0.0896826253597578	5.73669962580023	9.65392479278903e-09	4.21095005247369e-06
